"dayRange"	"dayMin"	"dayMax"	"dayMean"	"date"
"8_10_2012"	0.5	29.7	30.2	29.9916666666667	2012-10-08
"9_10_2012"	0.599999999999998	29.8	30.4	30.0833333333333	2012-10-09
"10_10_2012"	0.400000000000002	29.7	30.1	29.9583333333333	2012-10-10
"11_10_2012"	0.699999999999999	29.1	29.8	29.4375	2012-10-11
"12_10_2012"	1	28.2	29.2	28.5208333333333	2012-10-12
"13_10_2012"	1	27.1	28.1	27.6375	2012-10-13
"14_10_2012"	0.899999999999999	26.8	27.7	27.2291666666667	2012-10-14
"15_10_2012"	1.4	27.3	28.7	27.9125	2012-10-15
"16_10_2012"	0.699999999999999	28.2	28.9	28.5583333333333	2012-10-16
"17_10_2012"	0.300000000000001	28.4	28.7	28.5208333333333	2012-10-17
"18_10_2012"	0.399999999999999	28.3	28.7	28.45	2012-10-18
"19_10_2012"	0.5	28.4	28.9	28.6625	2012-10-19
"20_10_2012"	0.400000000000002	28.7	29.1	28.9125	2012-10-20
"21_10_2012"	0.5	28.6	29.1	28.875	2012-10-21
"22_10_2012"	1.1	27.6	28.7	28.3458333333333	2012-10-22
"23_10_2012"	0.699999999999999	27.1	27.8	27.3708333333333	2012-10-23
"24_10_2012"	0.600000000000001	26.9	27.5	27.1416666666667	2012-10-24
"25_10_2012"	0.699999999999999	26.2	26.9	26.6541666666667	2012-10-25
"26_10_2012"	1.5	24.7	26.2	25.4916666666667	2012-10-26
"27_10_2012"	0.800000000000001	24.2	25	24.6458333333333	2012-10-27
"28_10_2012"	0.899999999999999	24	24.9	24.4708333333333	2012-10-28
"29_10_2012"	1.1	23.1	24.2	23.8083333333333	2012-10-29
"30_10_2012"	1.9	22.4	24.3	23.3041666666667	2012-10-30
"31_10_2012"	1.9	23.7	25.6	24.9208333333333	2012-10-31
"1_11_2012"	1.6	24.5	26.1	25.45	2012-11-01
"2_11_2012"	1.4	24.5	25.9	25.1958333333333	2012-11-02
"3_11_2012"	1.5	24.3	25.8	24.6875	2012-11-03
"4_11_2012"	1.5	24.8	26.3	25.8166666666667	2012-11-04
"5_11_2012"	1	25.2	26.2	25.7	2012-11-05
"6_11_2012"	0.5	24.6	25.1	24.8458333333333	2012-11-06
"7_11_2012"	0.800000000000001	24.4	25.2	24.8958333333333	2012-11-07
"8_11_2012"	1.5	23.5	25	24.2791666666667	2012-11-08
"9_11_2012"	1.1	22.5	23.6	23.0541666666667	2012-11-09
"10_11_2012"	0.699999999999999	21.8	22.5	22.0291666666667	2012-11-10
"11_11_2012"	0.399999999999999	21.6	22	21.8333333333333	2012-11-11
"12_11_2012"	1.3	21.9	23.2	22.5333333333333	2012-11-12
"13_11_2012"	0.800000000000001	22.7	23.5	23.0625	2012-11-13
"14_11_2012"	0.5	23.1	23.6	23.325	2012-11-14
"15_11_2012"	0.800000000000001	23.4	24.2	23.7458333333333	2012-11-15
"16_11_2012"	0.599999999999998	23.8	24.4	24.0916666666667	2012-11-16
"17_11_2012"	0.599999999999998	23.8	24.4	24.1833333333333	2012-11-17
"18_11_2012"	0.599999999999998	23.8	24.4	24.1416666666667	2012-11-18
"19_11_2012"	0.5	23.6	24.1	23.85	2012-11-19
"20_11_2012"	0.600000000000001	23.4	24	23.7333333333333	2012-11-20
"21_11_2012"	1.6	22.2	23.8	22.9625	2012-11-21
"22_11_2012"	1.3	21.6	22.9	22.5166666666667	2012-11-22
"23_11_2012"	1.3	20.8	22.1	21.3208333333333	2012-11-23
"24_11_2012"	1.8	21	22.8	22.1291666666667	2012-11-24
"25_11_2012"	2.2	21	23.2	21.7625	2012-11-25
"26_11_2012"	3.4	21.8	25.2	22.825	2012-11-26
"27_11_2012"	0.599999999999998	25.1	25.7	25.3875	2012-11-27
"28_11_2012"	0.899999999999999	24.8	25.7	25.1375	2012-11-28
"29_11_2012"	1.9	22.9	24.8	23.9708333333333	2012-11-29
"30_11_2012"	1.4	22.2	23.6	22.7708333333333	2012-11-30
"1_12_2012"	1.1	22.1	23.2	22.5125	2012-12-01
"2_12_2012"	1.4	22.6	24	23.0166666666667	2012-12-02
"3_12_2012"	0.700000000000003	22.9	23.6	23.1291666666667	2012-12-03
"4_12_2012"	0.399999999999999	22.6	23	22.8666666666667	2012-12-04
"5_12_2012"	0.299999999999997	22.6	22.9	22.775	2012-12-05
"6_12_2012"	0.199999999999999	22.6	22.8	22.6541666666667	2012-12-06
"7_12_2012"	0.699999999999999	22.8	23.5	23.0583333333333	2012-12-07
"8_12_2012"	0.399999999999999	23.3	23.7	23.4666666666667	2012-12-08
"9_12_2012"	0.800000000000001	23.7	24.5	23.8833333333333	2012-12-09
"10_12_2012"	0.5	24.4	24.9	24.5916666666667	2012-12-10
"11_12_2012"	0.899999999999999	24.6	25.5	24.9958333333333	2012-12-11
"12_12_2012"	0.399999999999999	25.5	25.9	25.725	2012-12-12
"13_12_2012"	0.5	25.5	26	25.6791666666667	2012-12-13
"14_12_2012"	0.5	24.9	25.4	25.2125	2012-12-14
"15_12_2012"	0.600000000000001	24.7	25.3	25.0291666666667	2012-12-15
"16_12_2012"	0.400000000000002	24.9	25.3	25.0541666666667	2012-12-16
"17_12_2012"	0.699999999999999	24.8	25.5	25.1041666666667	2012-12-17
"18_12_2012"	0.400000000000002	24.9	25.3	25.1916666666667	2012-12-18
"19_12_2012"	0.700000000000003	24.9	25.6	25.3333333333333	2012-12-19
"20_12_2012"	0.600000000000001	24.9	25.5	25.2833333333333	2012-12-20
"21_12_2012"	0.900000000000002	24.4	25.3	24.95	2012-12-21
"22_12_2012"	2	22.4	24.4	23.0916666666667	2012-12-22
"23_12_2012"	0.800000000000001	21.5	22.3	21.8583333333333	2012-12-23
"24_12_2012"	0.699999999999999	21.2	21.9	21.5458333333333	2012-12-24
"25_12_2012"	0.399999999999999	21.6	22	21.7833333333333	2012-12-25
"26_12_2012"	0.699999999999999	21.7	22.4	22.0208333333333	2012-12-26
"27_12_2012"	0.399999999999999	22	22.4	22.2208333333333	2012-12-27
"28_12_2012"	1	21.8	22.8	22.2791666666667	2012-12-28
"29_12_2012"	0.199999999999999	22.6	22.8	22.75	2012-12-29
"30_12_2012"	1	22	23	22.3416666666667	2012-12-30
"31_12_2012"	0.700000000000003	21.4	22.1	21.6083333333333	2012-12-31
"1_1_2013"	0.600000000000001	21.5	22.1	21.7875	2013-01-01
"2_1_2013"	0.700000000000003	21.9	22.6	22.2041666666667	2013-01-02
"3_1_2013"	0.899999999999999	22.5	23.4	22.85	2013-01-03
"4_1_2013"	0.5	23.6	24.1	23.9541666666667	2013-01-04
"5_1_2013"	0.399999999999999	23.6	24	23.8083333333333	2013-01-05
"6_1_2013"	0.300000000000001	23.8	24.1	23.9583333333333	2013-01-06
"7_1_2013"	0.899999999999999	23.8	24.7	24.2666666666667	2013-01-07
"8_1_2013"	0.599999999999998	24.3	24.9	24.5208333333333	2013-01-08
"9_1_2013"	0.399999999999999	24.5	24.9	24.7375	2013-01-09
"10_1_2013"	0.399999999999999	24.5	24.9	24.7583333333333	2013-01-10
"11_1_2013"	0.300000000000001	24.5	24.8	24.6375	2013-01-11
"12_1_2013"	0.400000000000002	24.4	24.8	24.5208333333333	2013-01-12
"13_1_2013"	0.400000000000002	24.2	24.6	24.4541666666667	2013-01-13
"14_1_2013"	0.599999999999998	23.8	24.4	24.1958333333333	2013-01-14
"15_1_2013"	0.699999999999999	23.7	24.4	24.1625	2013-01-15
"16_1_2013"	0.600000000000001	24	24.6	24.2875	2013-01-16
"17_1_2013"	0.5	24.4	24.9	24.55	2013-01-17
"18_1_2013"	1.9	22.6	24.5	23.975	2013-01-18
"19_1_2013"	1.1	22.5	23.6	23.1541666666667	2013-01-19
"20_1_2013"	0.399999999999999	23.1	23.5	23.2916666666667	2013-01-20
"21_1_2013"	0.700000000000003	23.4	24.1	23.6625	2013-01-21
"22_1_2013"	0.699999999999999	23	23.7	23.4625	2013-01-22
"23_1_2013"	1	22.2	23.2	22.7083333333333	2013-01-23
"24_1_2013"	0.5	21.7	22.2	22.0125	2013-01-24
"25_1_2013"	0.399999999999999	21.6	22	21.8791666666667	2013-01-25
"26_1_2013"	0.300000000000001	21.7	22	21.85	2013-01-26
"27_1_2013"	0.600000000000001	22	22.6	22.2916666666667	2013-01-27
"28_1_2013"	0.699999999999999	22.2	22.9	22.5291666666667	2013-01-28
"29_1_2013"	1	22.3	23.3	22.7083333333333	2013-01-29
"30_1_2013"	1	22.8	23.8	23.3125	2013-01-30
"31_1_2013"	0.400000000000002	23.4	23.8	23.65	2013-01-31
"1_2_2013"	1	22.4	23.4	22.8166666666667	2013-02-01
"2_2_2013"	1	21.6	22.6	22.0791666666667	2013-02-02
"3_2_2013"	0.5	21.7	22.2	21.975	2013-02-03
"4_2_2013"	1.1	21.3	22.4	21.8916666666667	2013-02-04
"5_2_2013"	1	21.8	22.8	22.2916666666667	2013-02-05
"6_2_2013"	1.2	22.4	23.6	22.9875	2013-02-06
"7_2_2013"	0.599999999999998	23.1	23.7	23.4541666666667	2013-02-07
"8_2_2013"	0.800000000000001	23.4	24.2	23.7708333333333	2013-02-08
"9_2_2013"	0.699999999999999	23.7	24.4	24.0916666666667	2013-02-09
"10_2_2013"	0.900000000000002	23.4	24.3	23.9333333333333	2013-02-10
"11_2_2013"	0.800000000000001	23.4	24.2	23.7708333333333	2013-02-11
"12_2_2013"	1	23.5	24.5	24.0083333333333	2013-02-12
"13_2_2013"	1	24.4	25.4	24.675	2013-02-13
"14_2_2013"	1	24.8	25.8	25.2875	2013-02-14
"15_2_2013"	0.800000000000001	24.8	25.6	25.1041666666667	2013-02-15
"16_2_2013"	1.6	23.3	24.9	24.4916666666667	2013-02-16
"17_2_2013"	1.8	22	23.8	22.9166666666667	2013-02-17
"18_2_2013"	2.2	20	22.2	20.9833333333333	2013-02-18
"19_2_2013"	1.3	20.2	21.5	20.5916666666667	2013-02-19
"20_2_2013"	1.9	20.9	22.8	22.1333333333333	2013-02-20
"21_2_2013"	1.1	22.5	23.6	23.0166666666667	2013-02-21
"22_2_2013"	0.899999999999999	23.1	24	23.5958333333333	2013-02-22
"23_2_2013"	0.800000000000001	23.8	24.6	24.1541666666667	2013-02-23
"24_2_2013"	1	24.2	25.2	24.6625	2013-02-24
"25_2_2013"	1.2	25.1	26.3	25.7708333333333	2013-02-25
"26_2_2013"	0.699999999999999	25.6	26.3	25.8416666666667	2013-02-26
"27_2_2013"	1.1	25.2	26.3	25.8	2013-02-27
"28_2_2013"	0.400000000000002	24.9	25.3	25.1291666666667	2013-02-28
"1_3_2013"	0.899999999999999	24	24.9	24.4625	2013-03-01
"2_3_2013"	1.9	22.2	24.1	23.2458333333333	2013-03-02
"3_3_2013"	0.899999999999999	22.3	23.2	22.7833333333333	2013-03-03
"4_3_2013"	0.699999999999999	21.7	22.4	22.0916666666667	2013-03-04
"5_3_2013"	0.699999999999999	22	22.7	22.35	2013-03-05
"6_3_2013"	1.3	21.7	23	22.3833333333333	2013-03-06
"7_3_2013"	0.5	21.2	21.7	21.5041666666667	2013-03-07
"8_3_2013"	1	21.1	22.1	21.625	2013-03-08
"9_3_2013"	0.5	21.8	22.3	22.0125	2013-03-09
"10_3_2013"	1.1	20.9	22	21.3875	2013-03-10
"11_3_2013"	0.899999999999999	21.1	22	21.5375	2013-03-11
"12_3_2013"	0.800000000000001	21.9	22.7	22.1833333333333	2013-03-12
"13_3_2013"	0.800000000000001	22	22.8	22.4	2013-03-13
"14_3_2013"	0.800000000000001	21.3	22.1	21.6375	2013-03-14
"15_3_2013"	0.800000000000001	20.8	21.6	21.1625	2013-03-15
"16_3_2013"	1	20.8	21.8	21.35	2013-03-16
"17_3_2013"	0.900000000000002	21.7	22.6	22.1083333333333	2013-03-17
"18_3_2013"	0.600000000000001	22.5	23.1	22.7833333333333	2013-03-18
"19_3_2013"	0.600000000000001	22.9	23.5	23.0916666666667	2013-03-19
"20_3_2013"	1.3	23	24.3	23.4708333333333	2013-03-20
"21_3_2013"	0.600000000000001	23.4	24	23.6416666666667	2013-03-21
"22_3_2013"	0.900000000000002	23.7	24.6	24.0916666666667	2013-03-22
"23_3_2013"	0.800000000000001	24.3	25.1	24.5958333333333	2013-03-23
"24_3_2013"	1.3	24.8	26.1	25.4666666666667	2013-03-24
"25_3_2013"	1.4	24.5	25.9	25.2625	2013-03-25
"26_3_2013"	1.4	23	24.4	23.6791666666667	2013-03-26
"27_3_2013"	1.2	22	23.2	22.5625	2013-03-27
"28_3_2013"	1.5	21.1	22.6	21.6833333333333	2013-03-28
"29_3_2013"	0.599999999999998	21.1	21.7	21.425	2013-03-29
"30_3_2013"	1.3	20.6	21.9	21.2541666666667	2013-03-30
"31_3_2013"	1.6	21.2	22.8	21.9625	2013-03-31
"1_4_2013"	1.4	22.8	24.2	23.2208333333333	2013-04-01
"2_4_2013"	1.4	23.2	24.6	23.8291666666667	2013-04-02
"3_4_2013"	1.1	24.4	25.5	24.825	2013-04-03
"4_4_2013"	1.2	24.9	26.1	25.4541666666667	2013-04-04
"5_4_2013"	1.3	24.6	25.9	25.35	2013-04-05
"6_4_2013"	0.899999999999999	23.8	24.7	24.3541666666667	2013-04-06
"7_4_2013"	0.799999999999997	24.1	24.9	24.4666666666667	2013-04-07
"8_4_2013"	0.800000000000001	24.3	25.1	24.75	2013-04-08
"9_4_2013"	1.5	24.6	26.1	25.2583333333333	2013-04-09
"10_4_2013"	1.5	25.1	26.6	25.825	2013-04-10
"11_4_2013"	1.5	25.7	27.2	26.3083333333333	2013-04-11
"12_4_2013"	1.1	26.1	27.2	26.6041666666667	2013-04-12
"13_4_2013"	0.699999999999999	26.5	27.2	26.9083333333333	2013-04-13
"14_4_2013"	1.8	26.6	28.4	27.625	2013-04-14
"15_4_2013"	1.3	27.5	28.8	27.975	2013-04-15
"16_4_2013"	2.3	26.8	29.1	28.4083333333333	2013-04-16
"17_4_2013"	0.899999999999999	28.3	29.2	28.7875	2013-04-17
"18_4_2013"	0.599999999999998	28.6	29.2	28.9083333333333	2013-04-18
"19_4_2013"	0.799999999999997	28.1	28.9	28.5208333333333	2013-04-19
"20_4_2013"	0.600000000000001	28.2	28.8	28.5166666666667	2013-04-20
"21_4_2013"	0.699999999999999	28.2	28.9	28.525	2013-04-21
"22_4_2013"	0.5	28.5	29	28.6916666666667	2013-04-22
"23_4_2013"	0.5	28.2	28.7	28.4625	2013-04-23
"24_4_2013"	0.800000000000001	27.5	28.3	27.8416666666667	2013-04-24
"25_4_2013"	0.800000000000001	27	27.8	27.45	2013-04-25
"26_4_2013"	1	26.6	27.6	27.2333333333333	2013-04-26
"27_4_2013"	0.5	26.4	26.9	26.675	2013-04-27
"28_4_2013"	1	26.1	27.1	26.625	2013-04-28
"29_4_2013"	0.399999999999999	26.3	26.7	26.5416666666667	2013-04-29
"30_4_2013"	1.2	26.3	27.5	26.8	2013-04-30
"1_5_2013"	0.399999999999999	26.8	27.2	26.9916666666667	2013-05-01
"2_5_2013"	0.800000000000001	26.3	27.1	26.5916666666667	2013-05-02
"3_5_2013"	0.700000000000003	25.9	26.6	26.3833333333333	2013-05-03
"4_5_2013"	0.5	26.1	26.6	26.4041666666667	2013-05-04
"5_5_2013"	0.5	25.7	26.2	25.9625	2013-05-05
"6_5_2013"	0.600000000000001	25.5	26.1	25.7	2013-05-06
"7_5_2013"	0.600000000000001	25.4	26	25.7083333333333	2013-05-07
"8_5_2013"	1.5	25.8	27.3	26.3666666666667	2013-05-08
"9_5_2013"	0.699999999999999	26.5	27.2	26.7666666666667	2013-05-09
"10_5_2013"	1.4	26.8	28.2	27.4583333333333	2013-05-10
"11_5_2013"	0.900000000000002	27.7	28.6	28.1	2013-05-11
"12_5_2013"	0.700000000000003	27.9	28.6	28.3958333333333	2013-05-12
"13_5_2013"	0.899999999999999	28.3	29.2	28.6666666666667	2013-05-13
"14_5_2013"	0.800000000000001	27.8	28.6	28.2583333333333	2013-05-14
"15_5_2013"	1.2	27.3	28.5	27.8458333333333	2013-05-15
"16_5_2013"	0.5	27.3	27.8	27.5375	2013-05-16
"17_5_2013"	1.4	27.1	28.5	27.7	2013-05-17
"18_5_2013"	1.2	27.9	29.1	28.4208333333333	2013-05-18
"19_5_2013"	1	28.4	29.4	28.825	2013-05-19
"20_5_2013"	0.900000000000002	28.4	29.3	28.8416666666667	2013-05-20
"21_5_2013"	0.899999999999999	28.3	29.2	28.8291666666667	2013-05-21
"22_5_2013"	0.699999999999999	28.6	29.3	28.9	2013-05-22
"23_5_2013"	1.9	28.6	30.5	29.5041666666667	2013-05-23
"24_5_2013"	1.1	29.4	30.5	29.8583333333333	2013-05-24
"25_5_2013"	1	29.5	30.5	29.9291666666667	2013-05-25
"26_5_2013"	1.1	29	30.1	29.625	2013-05-26
"27_5_2013"	0.799999999999997	28.6	29.4	28.9333333333333	2013-05-27
"28_5_2013"	1.1	27.5	28.6	27.95	2013-05-28
"29_5_2013"	1	26.5	27.5	27.05	2013-05-29
"30_5_2013"	1.3	26.5	27.8	26.9375	2013-05-30
"31_5_2013"	1.1	27.2	28.3	27.6208333333333	2013-05-31
"1_6_2013"	1	27.9	28.9	28.3666666666667	2013-06-01
"2_6_2013"	0.699999999999999	28.2	28.9	28.6125	2013-06-02
"3_6_2013"	0.699999999999999	28	28.7	28.3666666666667	2013-06-03
"4_6_2013"	0.400000000000002	27.7	28.1	27.925	2013-06-04
"5_6_2013"	0.300000000000001	27.4	27.7	27.5541666666667	2013-06-05
"6_6_2013"	0.600000000000001	27.5	28.1	27.8166666666667	2013-06-06
"7_6_2013"	0.800000000000001	27.2	28	27.5416666666667	2013-06-07
"8_6_2013"	1.2	27.1	28.3	27.5791666666667	2013-06-08
"9_6_2013"	1.2	28.2	29.4	28.6458333333333	2013-06-09
"10_6_2013"	1.4	28.6	30	28.9416666666667	2013-06-10
"11_6_2013"	1	28.8	29.8	29.2791666666667	2013-06-11
"12_6_2013"	0.700000000000003	29.4	30.1	29.7875	2013-06-12
"13_6_2013"	0.799999999999997	29.1	29.9	29.5291666666667	2013-06-13
"14_6_2013"	0.700000000000003	29.9	30.6	30.1083333333333	2013-06-14
"15_6_2013"	0.5	29.6	30.1	29.825	2013-06-15
"16_6_2013"	0.899999999999999	30.5	31.4	30.9291666666667	2013-06-16
"17_6_2013"	0.600000000000001	30.5	31.1	30.7666666666667	2013-06-17
"18_6_2013"	0.700000000000003	30.4	31.1	30.7541666666667	2013-06-18
"19_6_2013"	0.600000000000001	30.7	31.3	30.9833333333333	2013-06-19
"20_6_2013"	0.699999999999999	30.6	31.3	30.9875	2013-06-20
"21_6_2013"	0.700000000000003	30.4	31.1	30.8208333333333	2013-06-21
"22_6_2013"	0.899999999999999	30.1	31	30.6041666666667	2013-06-22
"23_6_2013"	0.599999999999998	30.3	30.9	30.6666666666667	2013-06-23
"24_6_2013"	1.1	29.8	30.9	30.4208333333333	2013-06-24
"25_6_2013"	0.899999999999999	30.1	31	30.4666666666667	2013-06-25
"26_6_2013"	0.5	30.2	30.7	30.4	2013-06-26
"27_6_2013"	0.699999999999999	30	30.7	30.3416666666667	2013-06-27
"28_6_2013"	1.6	29.9	31.5	30.6166666666667	2013-06-28
"29_6_2013"	0.799999999999997	30.6	31.4	31.0375	2013-06-29
"30_6_2013"	0.900000000000002	30.4	31.3	30.7125	2013-06-30
"1_7_2013"	1.2	29.2	30.4	29.5458333333333	2013-07-01
"2_7_2013"	0.699999999999999	28.7	29.4	29.0333333333333	2013-07-02
"3_7_2013"	0.399999999999999	28.3	28.7	28.5458333333333	2013-07-03
"4_7_2013"	0.800000000000001	28.2	29	28.5416666666667	2013-07-04
"5_7_2013"	0.600000000000001	28.2	28.8	28.4083333333333	2013-07-05
"6_7_2013"	0.699999999999999	28.1	28.8	28.325	2013-07-06
"7_7_2013"	1	28.2	29.2	28.6916666666667	2013-07-07
"8_7_2013"	0.699999999999999	28.6	29.3	28.9333333333333	2013-07-08
"9_7_2013"	0.600000000000001	28.7	29.3	28.9625	2013-07-09
"10_7_2013"	0.699999999999999	28.5	29.2	28.8625	2013-07-10
"11_7_2013"	1.2	28.9	30.1	29.3125	2013-07-11
"12_7_2013"	0.900000000000002	29.7	30.6	29.9791666666667	2013-07-12
"13_7_2013"	0.800000000000001	29.5	30.3	29.9333333333333	2013-07-13
"14_7_2013"	0.899999999999999	29.1	30	29.5333333333333	2013-07-14
"15_7_2013"	0.899999999999999	28.6	29.5	29.0875	2013-07-15
"16_7_2013"	0.899999999999999	28.1	29	28.4875	2013-07-16
"17_7_2013"	0.699999999999999	27.7	28.4	27.9541666666667	2013-07-17
"18_7_2013"	0.600000000000001	27.5	28.1	27.7375	2013-07-18
"19_7_2013"	0.900000000000002	27.4	28.3	27.775	2013-07-19
"20_7_2013"	0.599999999999998	28.1	28.7	28.375	2013-07-20
"21_7_2013"	0.800000000000001	28.5	29.3	28.8708333333333	2013-07-21
"22_7_2013"	0.900000000000002	29.2	30.1	29.6333333333333	2013-07-22
"23_7_2013"	1	29.6	30.6	29.9208333333333	2013-07-23
"24_7_2013"	1	29.5	30.5	29.9583333333333	2013-07-24
"25_7_2013"	0.800000000000001	29.5	30.3	29.7541666666667	2013-07-25
"26_7_2013"	0.699999999999999	29.7	30.4	30.0333333333333	2013-07-26
"27_7_2013"	0.899999999999999	30	30.9	30.2666666666667	2013-07-27
"28_7_2013"	1.4	30.3	31.7	30.8833333333333	2013-07-28
"29_7_2013"	0.800000000000001	30.9	31.7	31.3166666666667	2013-07-29
"30_7_2013"	0.600000000000001	30.9	31.5	31.15	2013-07-30
"31_7_2013"	1.1	30.1	31.2	30.6916666666667	2013-07-31
"1_8_2013"	1.2	30.2	31.4	30.7791666666667	2013-08-01
"2_8_2013"	0.600000000000001	30.9	31.5	31.1208333333333	2013-08-02
"3_8_2013"	0.600000000000001	30.9	31.5	31.1416666666667	2013-08-03
"4_8_2013"	0.5	31.1	31.6	31.3333333333333	2013-08-04
"5_8_2013"	0.599999999999998	31.1	31.7	31.3791666666667	2013-08-05
"6_8_2013"	0.5	31.3	31.8	31.5333333333333	2013-08-06
"7_8_2013"	0.700000000000003	31.4	32.1	31.5875	2013-08-07
"8_8_2013"	0.699999999999999	30.7	31.4	31.0958333333333	2013-08-08
"9_8_2013"	1.1	30.1	31.2	30.7333333333333	2013-08-09
"10_8_2013"	0.800000000000001	29.9	30.7	30.2583333333333	2013-08-10
"11_8_2013"	1.1	29.6	30.7	30.1791666666667	2013-08-11
"12_8_2013"	0.900000000000002	29.7	30.6	30.1583333333333	2013-08-12
"13_8_2013"	0.800000000000001	29.8	30.6	30.2	2013-08-13
"14_8_2013"	0.899999999999999	29.8	30.7	30.2875	2013-08-14
"15_8_2013"	0.700000000000003	29.9	30.6	30.275	2013-08-15
"16_8_2013"	0.800000000000001	30	30.8	30.4	2013-08-16
"17_8_2013"	0.800000000000001	30	30.8	30.4541666666667	2013-08-17
"18_8_2013"	0.800000000000001	30	30.8	30.375	2013-08-18
"19_8_2013"	0.699999999999999	29.8	30.5	30.2166666666667	2013-08-19
"20_8_2013"	0.599999999999998	29.8	30.4	30.0166666666667	2013-08-20
"21_8_2013"	0.899999999999999	29.3	30.2	29.8208333333333	2013-08-21
"22_8_2013"	0.699999999999999	29.5	30.2	29.825	2013-08-22
"23_8_2013"	1.3	29.4	30.7	30.0583333333333	2013-08-23
"24_8_2013"	0.899999999999999	30.1	31	30.4875	2013-08-24
"25_8_2013"	0.900000000000002	30.2	31.1	30.5875	2013-08-25
"26_8_2013"	0.699999999999999	30.1	30.8	30.3	2013-08-26
"27_8_2013"	0.899999999999999	29.1	30	29.5625	2013-08-27
"28_8_2013"	1.3	28.5	29.8	29.1166666666667	2013-08-28
"29_8_2013"	1.4	29.1	30.5	29.6625	2013-08-29
"30_8_2013"	0.400000000000002	29.9	30.3	30.0625	2013-08-30
"31_8_2013"	0.700000000000003	29.9	30.6	30.1666666666667	2013-08-31
"1_9_2013"	1.2	30	31.2	30.525	2013-09-01
"2_9_2013"	1.4	30.8	32.2	31.4875	2013-09-02
"3_9_2013"	0.799999999999997	31.1	31.9	31.5958333333333	2013-09-03
"4_9_2013"	1	30.5	31.5	30.9833333333333	2013-09-04
"5_9_2013"	1	30.1	31.1	30.5833333333333	2013-09-05
"6_9_2013"	1	30.2	31.2	30.675	2013-09-06
"7_9_2013"	0.600000000000001	30	30.6	30.2083333333333	2013-09-07
"8_9_2013"	1	29.3	30.3	29.7458333333333	2013-09-08
"9_9_2013"	0.699999999999999	29.5	30.2	29.8666666666667	2013-09-09
"10_9_2013"	0.800000000000001	29.5	30.3	29.9166666666667	2013-09-10
"11_9_2013"	0.600000000000001	29.5	30.1	29.8125	2013-09-11
"12_9_2013"	0.300000000000001	29.7	30	29.8291666666667	2013-09-12
"13_9_2013"	1	29.3	30.3	29.8125	2013-09-13
"14_9_2013"	0.300000000000001	29.8	30.1	29.9833333333333	2013-09-14
"15_9_2013"	0.899999999999999	29.1	30	29.525	2013-09-15
"16_9_2013"	0.600000000000001	28.5	29.1	28.8125	2013-09-16
"17_9_2013"	0.599999999999998	28.1	28.7	28.4125	2013-09-17
"18_9_2013"	0.300000000000001	28.2	28.5	28.3958333333333	2013-09-18
"19_9_2013"	1	28	29	28.5958333333333	2013-09-19
"20_9_2013"	0.699999999999999	28.7	29.4	29.0333333333333	2013-09-20
"21_9_2013"	0.899999999999999	28.6	29.5	29.0666666666667	2013-09-21
"22_9_2013"	0.899999999999999	29.3	30.2	29.6833333333333	2013-09-22
"23_9_2013"	0.800000000000001	29.4	30.2	29.7958333333333	2013-09-23
"24_9_2013"	1	29.7	30.7	30.1708333333333	2013-09-24
"25_9_2013"	0.800000000000001	30.2	31	30.4583333333333	2013-09-25
"26_9_2013"	0.5	30	30.5	30.3041666666667	2013-09-26
"27_9_2013"	0.300000000000001	30.2	30.5	30.3541666666667	2013-09-27
"28_9_2013"	0.599999999999998	30.1	30.7	30.3291666666667	2013-09-28
"29_9_2013"	0.600000000000001	30.2	30.8	30.5125	2013-09-29
"30_9_2013"	0.699999999999999	30.1	30.8	30.475	2013-09-30
"1_10_2013"	0.699999999999999	30	30.7	30.3416666666667	2013-10-01
"2_10_2013"	0.399999999999999	30.1	30.5	30.275	2013-10-02
"3_10_2013"	0.5	29.8	30.3	30.075	2013-10-03
"4_10_2013"	0.400000000000002	29.7	30.1	29.9208333333333	2013-10-04
"5_10_2013"	0.5	29.5	30	29.7791666666667	2013-10-05
"6_10_2013"	1	29.1	30.1	29.5916666666667	2013-10-06
"7_10_2013"	0.600000000000001	29.4	30	29.6291666666667	2013-10-07
"8_10_2013"	0.600000000000001	29.5	30.1	29.7791666666667	2013-10-08
"9_10_2013"	0.599999999999998	29.3	29.9	29.6208333333333	2013-10-09
"10_10_2013"	0.400000000000002	29.4	29.8	29.6375	2013-10-10
"11_10_2013"	0.600000000000001	29.2	29.8	29.5333333333333	2013-10-11
"12_10_2013"	0.800000000000001	28.5	29.3	28.9458333333333	2013-10-12
"13_10_2013"	0.899999999999999	28.3	29.2	28.7583333333333	2013-10-13
"14_10_2013"	0.5	28.2	28.7	28.5458333333333	2013-10-14
"15_10_2013"	0.600000000000001	28	28.6	28.3416666666667	2013-10-15
"16_10_2013"	0.400000000000002	28.4	28.8	28.5666666666667	2013-10-16
"17_10_2013"	0.699999999999999	28.3	29	28.6083333333333	2013-10-17
"18_10_2013"	0.399999999999999	28.5	28.9	28.675	2013-10-18
"19_10_2013"	1	28.3	29.3	28.8083333333333	2013-10-19
"20_10_2013"	0.800000000000001	28.9	29.7	29.175	2013-10-20
"21_10_2013"	0.699999999999999	29.1	29.8	29.4125	2013-10-21
"22_10_2013"	0.5	29.4	29.9	29.5625	2013-10-22
"23_10_2013"	0.600000000000001	29.4	30	29.7291666666667	2013-10-23
